image_path,label,probability
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_4261.jpg,traffic light,0.9036025404930115
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_3123.jpg,person,0.8294236063957214
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_3099.jpg,person,0.8738985657691956
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_2301.jpg,person,0.4862161874771118
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_2301.jpg,bottle,0.3104974031448364
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_3003.jpg,person,0.37001222372055054
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_3003.jpg,chair,0.287678986787796
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_3634.jpg,person,0.5848023295402527
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_4072.jpg,traffic light,0.8043826818466187
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_1939.jpg,person,0.5775019526481628
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_1939.jpg,bicycle,0.13020047545433044
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_2108.jpg,person,0.3460427522659302
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_2108.jpg,bottle,0.1628362089395523
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_2108.jpg,bicycle,0.24361829459667206
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_1225.jpg,person,0.4951992630958557
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_1225.jpg,chair,0.15582121908664703
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_1908.jpg,person,0.367831289768219
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_1908.jpg,bicycle,0.11623493582010269
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_1908.jpg,chair,0.26031553745269775
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_1767.jpg,person,0.23700644075870514
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_1767.jpg,bird,0.1128716990351677
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_1767.jpg,bottle,0.1376706212759018
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_1767.jpg,skateboard,0.10589753091335297
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_1515.jpg,person,0.3311547636985779
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_1515.jpg,bottle,0.17422062158584595
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_1515.jpg,dog,0.15620790421962738
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_2979.jpg,person,0.3345109224319458
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_2979.jpg,chair,0.2623063325881958
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_1323.jpg,person,0.4823403060436249
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_1323.jpg,chair,0.17205101251602173
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_4113.jpg,traffic light,0.8701178431510925
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_725.jpg,person,0.38512763381004333
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_725.jpg,bottle,0.3312723934650421
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_2744.jpg,person,0.5384387969970703
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_2744.jpg,chair,0.17229193449020386
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_1493.jpg,person,0.30167919397354126
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_1493.jpg,handbag,0.15322819352149963
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_1493.jpg,bottle,0.17484964430332184
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_1493.jpg,chair,0.13534791767597198
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_851.jpg,person,0.6060636639595032
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_851.jpg,chair,0.11511002480983734
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_3453.jpg,person,0.22855930030345917
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_3453.jpg,light,0.16947241127490997
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_3453.jpg,car,0.12265744060277939
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_3453.jpg,dog,0.11867760866880417
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_4201.jpg,traffic light,0.8761174082756042
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_144.jpg,traffic light,0.4212276041507721
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_144.jpg,bottle,0.10378853976726532
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_2669.jpg,person,0.143854558467865
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_2669.jpg,light,0.33400678634643555
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_2669.jpg,bird,0.18403507769107819
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_2565.jpg,person,0.36049503087997437
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_2565.jpg,bicycle,0.11112762242555618
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_1058.jpg,person,0.5753698348999023
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_1058.jpg,chair,0.18522267043590546
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_186.jpg,car,0.20802171528339386
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_186.jpg,handbag,0.1716199666261673
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_186.jpg,skateboard,0.10597256571054459
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_833.jpg,person,0.8018444776535034
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_911.jpg,person,0.448609858751297
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_911.jpg,chair,0.2866050601005554
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_3637.jpg,person,0.5798394083976746
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_2584.jpg,person,0.48056796193122864
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_2584.jpg,bicycle,0.11959545314311981
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_3433.jpg,person,0.13962961733341217
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_3433.jpg,light,0.18265020847320557
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_3433.jpg,bird,0.10286456346511841
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_3433.jpg,bicycle,0.15169508755207062
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_3433.jpg,dog,0.10581795871257782
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_626.jpg,person,0.42690369486808777
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_626.jpg,bottle,0.21316634118556976
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_626.jpg,bicycle,0.12061920762062073
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_88.jpg,traffic light,0.19127468764781952
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_88.jpg,bottle,0.6205112338066101
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_2659.jpg,person,0.14516164362430573
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_2659.jpg,light,0.38795214891433716
/home/dm-tomato/dm-gun/metaData/anotherModel/clip/video_frame/frame_2659.jpg,bird,0.18343082070350647
